0.000000000000000000e+00,2.834628005571976770e+06,2.576103163779295981e+06,3.631064639765701722e+06,4.617184211175621487e+06,3.862095511319413781e+06,5.981349321063219570e+06,2.767717789007201791e+06,8.940479791357441572e+05,2.099876072336279321e+06
2.834628005571976770e+06,0.000000000000000000e+00,7.854155768434180645e+05,1.056064074989251560e+06,1.306635012157812947e+06,1.478849174592107534e+06,1.418938378018721938e+06,9.039941658121943474e+05,1.699025040491484106e+06,9.024919650206492515e+05
2.576103163779295981e+06,7.854155768434180645e+05,0.000000000000000000e+00,2.676111897350549116e+05,3.615019656022413983e+05,4.920576714071706519e+05,8.349345224665178685e+05,1.749550682351067953e+05,2.426476073149934877e+06,2.006967299943283200e+06
3.631064639765701722e+06,1.056064074989251560e+06,2.676111897350549116e+05,0.000000000000000000e+00,2.207042563395723701e+05,1.698937279879078269e+05,4.589953685597405420e+05,3.556652126483992324e+05,3.426995128567383159e+06,2.810544470595046412e+06
4.617184211175621487e+06,1.306635012157812947e+06,3.615019656022413983e+05,2.207042563395723701e+05,0.000000000000000000e+00,3.815497581647038460e+05,2.120703161497116089e+05,4.683306940594463958e+05,4.266792828517713584e+06,3.351612059922881424e+06
3.862095511319413781e+06,1.478849174592107534e+06,4.920576714071706519e+05,1.698937279879078269e+05,3.815497581647038460e+05,0.000000000000000000e+00,6.865465583883075742e+05,7.117825974769740133e+05,3.600854720559664536e+06,3.535316641364731360e+06
5.981349321063219570e+06,1.418938378018721938e+06,8.349345224665178685e+05,4.589953685597405420e+05,2.120703161497116089e+05,6.865465583883075742e+05,0.000000000000000000e+00,9.000393191138058901e+05,5.058899664336913265e+06,3.660490666369713377e+06
2.767717789007201791e+06,9.039941658121943474e+05,1.749550682351067953e+05,3.556652126483992324e+05,4.683306940594463958e+05,7.117825974769740133e+05,9.000393191138058901e+05,0.000000000000000000e+00,2.756490096775062848e+06,1.815309183096937835e+06
8.940479791357441572e+05,1.699025040491484106e+06,2.426476073149934877e+06,3.426995128567383159e+06,4.266792828517713584e+06,3.600854720559664536e+06,5.058899664336913265e+06,2.756490096775062848e+06,0.000000000000000000e+00,1.138364446358844871e+06
2.099876072336279321e+06,9.024919650206492515e+05,2.006967299943283200e+06,2.810544470595046412e+06,3.351612059922881424e+06,3.535316641364731360e+06,3.660490666369713377e+06,1.815309183096937835e+06,1.138364446358844871e+06,0.000000000000000000e+00
